 "tick, Monitor-Code, X, Y, no2"
2068, BT4, 49, 74, 85
2068, BT6, 51, 71, 47
2068, BT8, 56, 69, 43
2068, EI1, 48, 67, 84
2068, GB6, 106, 51, 83
2068, GN0, 103, 60, 58
2068, GN3, 107, 59, 103
2068, HV1, 125, 68, 23
2068, HV3, 120, 82, 81
2068, IS2, 72, 76, 83
2068, KT6, 50, 44, 34
2068, LW4, 89, 53, 99
2068, RB4, 96, 82, 31
2068, WM6, 67, 65, 116
2068, WMB, 69, 65, 165
 "tick, Monitor-Code, X, Y, no2"
2069, BT4, 49, 74, 63
2069, BT6, 51, 71, 129
2069, BT8, 56, 69, 34
2069, EI1, 48, 67, 132
2069, GB6, 106, 51, 37
2069, GN0, 103, 60, 52
2069, GN3, 107, 59, 43
2069, HV1, 125, 68, 26
2069, HV3, 120, 82, 75
2069, IS2, 72, 76, 111
2069, KT6, 50, 44, 60
2069, LW4, 89, 53, 159
2069, RB4, 96, 82, 79
2069, WM6, 67, 65, 142
2069, WMB, 69, 65, 195
 "tick, Monitor-Code, X, Y, no2"
2070, BT4, 49, 74, 35
2070, BT6, 51, 71, 119
2070, BT8, 56, 69, 100
2070, EI1, 48, 67, 130
2070, GB6, 106, 51, 56
2070, GN0, 103, 60, 98
2070, GN3, 107, 59, 70
2070, HV1, 125, 68, 83
2070, HV3, 120, 82, 23
2070, IS2, 72, 76, 45
2070, KT6, 50, 44, 68
2070, LW4, 89, 53, 89
2070, RB4, 96, 82, 94
2070, WM6, 67, 65, 57
2070, WMB, 69, 65, 117
 "tick, Monitor-Code, X, Y, no2"
2071, BT4, 49, 74, 76
2071, BT6, 51, 71, 82
2071, BT8, 56, 69, 79
2071, EI1, 48, 67, 75
2071, GB6, 106, 51, 72
2071, GN0, 103, 60, 81
2071, GN3, 107, 59, 83
2071, HV1, 125, 68, 72
2071, HV3, 120, 82, 37
2071, IS2, 72, 76, 69
2071, KT6, 50, 44, 79
2071, LW4, 89, 53, 105
2071, RB4, 96, 82, 163
2071, WM6, 67, 65, 107
2071, WMB, 69, 65, 266
 "tick, Monitor-Code, X, Y, no2"
2072, BT4, 49, 74, 113
2072, BT6, 51, 71, 83
2072, BT8, 56, 69, 164
2072, EI1, 48, 67, 62
2072, GB6, 106, 51, 91
2072, GN0, 103, 60, 99
2072, GN3, 107, 59, 97
2072, HV1, 125, 68, 127
2072, HV3, 120, 82, 91
2072, IS2, 72, 76, 51
2072, KT6, 50, 44, 129
2072, LW4, 89, 53, 103
2072, RB4, 96, 82, 124
2072, WM6, 67, 65, 105
2072, WMB, 69, 65, 138
 "tick, Monitor-Code, X, Y, no2"
2073, BT4, 49, 74, 119
2073, BT6, 51, 71, 115
2073, BT8, 56, 69, 131
2073, EI1, 48, 67, 95
2073, GB6, 106, 51, 52
2073, GN0, 103, 60, 116
2073, GN3, 107, 59, 64
2073, HV1, 125, 68, 122
2073, HV3, 120, 82, 100
2073, IS2, 72, 76, 93
2073, KT6, 50, 44, 77
2073, LW4, 89, 53, 126
2073, RB4, 96, 82, 66
2073, WM6, 67, 65, 150
2073, WMB, 69, 65, 149
 "tick, Monitor-Code, X, Y, no2"
2074, BT4, 49, 74, 113
2074, BT6, 51, 71, 128
2074, BT8, 56, 69, 146
2074, EI1, 48, 67, 54
2074, GB6, 106, 51, 60
2074, GN0, 103, 60, 64
2074, GN3, 107, 59, 86
2074, HV1, 125, 68, 52
2074, HV3, 120, 82, 60
2074, IS2, 72, 76, 37
2074, KT6, 50, 44, 90
2074, LW4, 89, 53, 45
2074, RB4, 96, 82, 60
2074, WM6, 67, 65, 106
2074, WMB, 69, 65, 127
 "tick, Monitor-Code, X, Y, no2"
2075, BT4, 49, 74, 168
2075, BT6, 51, 71, 120
2075, BT8, 56, 69, 161
2075, EI1, 48, 67, 105
2075, GB6, 106, 51, 32
2075, GN0, 103, 60, 59
2075, GN3, 107, 59, 37
2075, HV1, 125, 68, 71
2075, HV3, 120, 82, 70
2075, IS2, 72, 76, 33
2075, KT6, 50, 44, 49
2075, LW4, 89, 53, 49
2075, RB4, 96, 82, 32
2075, WM6, 67, 65, 117
2075, WMB, 69, 65, 136
 "tick, Monitor-Code, X, Y, no2"
2076, BT4, 49, 74, 55
2076, BT6, 51, 71, 107
2076, BT8, 56, 69, 111
2076, EI1, 48, 67, 129
2076, GB6, 106, 51, 36
2076, GN0, 103, 60, 118
2076, GN3, 107, 59, 45
2076, HV1, 125, 68, 36
2076, HV3, 120, 82, 86
2076, IS2, 72, 76, 92
2076, KT6, 50, 44, 39
2076, LW4, 89, 53, 79
2076, RB4, 96, 82, 27
2076, WM6, 67, 65, 77
2076, WMB, 69, 65, 118
 "tick, Monitor-Code, X, Y, no2"
2077, BT4, 49, 74, 138
2077, BT6, 51, 71, 63
2077, BT8, 56, 69, 115
2077, EI1, 48, 67, 111
2077, GB6, 106, 51, 64
2077, GN0, 103, 60, 125
2077, GN3, 107, 59, 33
2077, HV1, 125, 68, 21
2077, HV3, 120, 82, 17
2077, IS2, 72, 76, 126
2077, KT6, 50, 44, 105
2077, LW4, 89, 53, 54
2077, RB4, 96, 82, 103
2077, WM6, 67, 65, 149
2077, WMB, 69, 65, 168
 "tick, Monitor-Code, X, Y, no2"
2078, BT4, 49, 74, 81
2078, BT6, 51, 71, 61
2078, BT8, 56, 69, 122
2078, EI1, 48, 67, 115
2078, GB6, 106, 51, 101
2078, GN0, 103, 60, 38
2078, GN3, 107, 59, 68
2078, HV1, 125, 68, 144
2078, HV3, 120, 82, 107
2078, IS2, 72, 76, 122
2078, KT6, 50, 44, 106
2078, LW4, 89, 53, 78
2078, RB4, 96, 82, 104
2078, WM6, 67, 65, 81
2078, WMB, 69, 65, 79
 "tick, Monitor-Code, X, Y, no2"
2079, BT4, 49, 74, 147
2079, BT6, 51, 71, 71
2079, BT8, 56, 69, 99
2079, EI1, 48, 67, 88
2079, GB6, 106, 51, 58
2079, GN0, 103, 60, 29
2079, GN3, 107, 59, 33
2079, HV1, 125, 68, 170
2079, HV3, 120, 82, 128
2079, IS2, 72, 76, 107
2079, KT6, 50, 44, 44
2079, LW4, 89, 53, 108
2079, RB4, 96, 82, 80
2079, WM6, 67, 65, 136
2079, WMB, 69, 65, 91
 "tick, Monitor-Code, X, Y, no2"
2080, BT4, 49, 74, 56
2080, BT6, 51, 71, 81
2080, BT8, 56, 69, 71
2080, EI1, 48, 67, 149
2080, GB6, 106, 51, 69
2080, GN0, 103, 60, 67
2080, GN3, 107, 59, 28
2080, HV1, 125, 68, 56
2080, HV3, 120, 82, 94
2080, IS2, 72, 76, 111
2080, KT6, 50, 44, 49
2080, LW4, 89, 53, 69
2080, RB4, 96, 82, 64
2080, WM6, 67, 65, 135
2080, WMB, 69, 65, 103
 "tick, Monitor-Code, X, Y, no2"
2081, BT4, 49, 74, 53
2081, BT6, 51, 71, 54
2081, BT8, 56, 69, 53
2081, EI1, 48, 67, 94
2081, GB6, 106, 51, 116
2081, GN0, 103, 60, 47
2081, GN3, 107, 59, 67
2081, HV1, 125, 68, 64
2081, HV3, 120, 82, 133
2081, IS2, 72, 76, 99
2081, KT6, 50, 44, 59
2081, LW4, 89, 53, 82
2081, RB4, 96, 82, 60
2081, WM6, 67, 65, 124
2081, WMB, 69, 65, 224
 "tick, Monitor-Code, X, Y, no2"
2082, BT4, 49, 74, 125
2082, BT6, 51, 71, 35
2082, BT8, 56, 69, 99
2082, EI1, 48, 67, 101
2082, GB6, 106, 51, 139
2082, GN0, 103, 60, 65
2082, GN3, 107, 59, 75
2082, HV1, 125, 68, 73
2082, HV3, 120, 82, 127
2082, IS2, 72, 76, 103
2082, KT6, 50, 44, 54
2082, LW4, 89, 53, 86
2082, RB4, 96, 82, 24
2082, WM6, 67, 65, 133
2082, WMB, 69, 65, 161
 "tick, Monitor-Code, X, Y, no2"
2083, BT4, 49, 74, 202
2083, BT6, 51, 71, 100
2083, BT8, 56, 69, 64
2083, EI1, 48, 67, 77
2083, GB6, 106, 51, 96
2083, GN0, 103, 60, 89
2083, GN3, 107, 59, 85
2083, HV1, 125, 68, 35
2083, HV3, 120, 82, 117
2083, IS2, 72, 76, 113
2083, KT6, 50, 44, 76
2083, LW4, 89, 53, 84
2083, RB4, 96, 82, 90
2083, WM6, 67, 65, 144
2083, WMB, 69, 65, 256
 "tick, Monitor-Code, X, Y, no2"
2084, BT4, 49, 74, 63
2084, BT6, 51, 71, 121
2084, BT8, 56, 69, 103
2084, EI1, 48, 67, 104
2084, GB6, 106, 51, 110
2084, GN0, 103, 60, 56
2084, GN3, 107, 59, 86
2084, HV1, 125, 68, 96
2084, HV3, 120, 82, 110
2084, IS2, 72, 76, 101
2084, KT6, 50, 44, 107
2084, LW4, 89, 53, 97
2084, RB4, 96, 82, 152
2084, WM6, 67, 65, 80
2084, WMB, 69, 65, 158
 "tick, Monitor-Code, X, Y, no2"
2085, BT4, 49, 74, 110
2085, BT6, 51, 71, 138
2085, BT8, 56, 69, 92
2085, EI1, 48, 67, 61
2085, GB6, 106, 51, 88
2085, GN0, 103, 60, 50
2085, GN3, 107, 59, 88
2085, HV1, 125, 68, 130
2085, HV3, 120, 82, 127
2085, IS2, 72, 76, 89
2085, KT6, 50, 44, 78
2085, LW4, 89, 53, 97
2085, RB4, 96, 82, 93
2085, WM6, 67, 65, 119
2085, WMB, 69, 65, 192
 "tick, Monitor-Code, X, Y, no2"
2086, BT4, 49, 74, 81
2086, BT6, 51, 71, 145
2086, BT8, 56, 69, 91
2086, EI1, 48, 67, 68
2086, GB6, 106, 51, 121
2086, GN0, 103, 60, 68
2086, GN3, 107, 59, 124
2086, HV1, 125, 68, 91
2086, HV3, 120, 82, 59
2086, IS2, 72, 76, 66
2086, KT6, 50, 44, 103
2086, LW4, 89, 53, 59
2086, RB4, 96, 82, 104
2086, WM6, 67, 65, 83
2086, WMB, 69, 65, 158
 "tick, Monitor-Code, X, Y, no2"
2087, BT4, 49, 74, 122
2087, BT6, 51, 71, 152
2087, BT8, 56, 69, 71
2087, EI1, 48, 67, 69
2087, GB6, 106, 51, 44
2087, GN0, 103, 60, 76
2087, GN3, 107, 59, 67
2087, HV1, 125, 68, 85
2087, HV3, 120, 82, 157
2087, IS2, 72, 76, 103
2087, KT6, 50, 44, 86
2087, LW4, 89, 53, 64
2087, RB4, 96, 82, 115
2087, WM6, 67, 65, 148
2087, WMB, 69, 65, 180
 "tick, Monitor-Code, X, Y, no2"
2088, BT4, 49, 74, 88
2088, BT6, 51, 71, 156
2088, BT8, 56, 69, 94
2088, EI1, 48, 67, 54
2088, GB6, 106, 51, 57
2088, GN0, 103, 60, 46
2088, GN3, 107, 59, 83
2088, HV1, 125, 68, 124
2088, HV3, 120, 82, 25
2088, IS2, 72, 76, 32
2088, KT6, 50, 44, 98
2088, LW4, 89, 53, 63
2088, RB4, 96, 82, 138
2088, WM6, 67, 65, 85
2088, WMB, 69, 65, 144
 "tick, Monitor-Code, X, Y, no2"
2089, BT4, 49, 74, 182
2089, BT6, 51, 71, 107
2089, BT8, 56, 69, 105
2089, EI1, 48, 67, 116
2089, GB6, 106, 51, 68
2089, GN0, 103, 60, 72
2089, GN3, 107, 59, 68
2089, HV1, 125, 68, 157
2089, HV3, 120, 82, 27
2089, IS2, 72, 76, 27
2089, KT6, 50, 44, 66
2089, LW4, 89, 53, 97
2089, RB4, 96, 82, 118
2089, WM6, 67, 65, 157
2089, WMB, 69, 65, 198
 "tick, Monitor-Code, X, Y, no2"
2090, BT4, 49, 74, 134
2090, BT6, 51, 71, 116
2090, BT8, 56, 69, 111
2090, EI1, 48, 67, 112
2090, GB6, 106, 51, 78
2090, GN0, 103, 60, 34
2090, GN3, 107, 59, 114
2090, HV1, 125, 68, 100
2090, HV3, 120, 82, 28
2090, IS2, 72, 76, 52
2090, KT6, 50, 44, 89
2090, LW4, 89, 53, 70
2090, RB4, 96, 82, 96
2090, WM6, 67, 65, 123
2090, WMB, 69, 65, 79
 "tick, Monitor-Code, X, Y, no2"
2091, BT4, 49, 74, 171
2091, BT6, 51, 71, 104
2091, BT8, 56, 69, 67
2091, EI1, 48, 67, 144
2091, GB6, 106, 51, 48
2091, GN0, 103, 60, 55
2091, GN3, 107, 59, 62
2091, HV1, 125, 68, 125
2091, HV3, 120, 82, 37
2091, IS2, 72, 76, 73
2091, KT6, 50, 44, 55
2091, LW4, 89, 53, 58
2091, RB4, 96, 82, 51
2091, WM6, 67, 65, 167
2091, WMB, 69, 65, 108
 "tick, Monitor-Code, X, Y, no2"
2092, BT4, 49, 74, 122
2092, BT6, 51, 71, 122
2092, BT8, 56, 69, 65
2092, EI1, 48, 67, 142
2092, GB6, 106, 51, 76
2092, GN0, 103, 60, 61
2092, GN3, 107, 59, 92
2092, HV1, 125, 68, 37
2092, HV3, 120, 82, 68
2092, IS2, 72, 76, 117
2092, KT6, 50, 44, 56
2092, LW4, 89, 53, 141
2092, RB4, 96, 82, 80
2092, WM6, 67, 65, 113
2092, WMB, 69, 65, 99
 "tick, Monitor-Code, X, Y, no2"
2093, BT4, 49, 74, 142
2093, BT6, 51, 71, 93
2093, BT8, 56, 69, 85
2093, EI1, 48, 67, 124
2093, GB6, 106, 51, 41
2093, GN0, 103, 60, 89
2093, GN3, 107, 59, 36
2093, HV1, 125, 68, 57
2093, HV3, 120, 82, 73
2093, IS2, 72, 76, 132
2093, KT6, 50, 44, 53
2093, LW4, 89, 53, 137
2093, RB4, 96, 82, 29
2093, WM6, 67, 65, 148
2093, WMB, 69, 65, 152
 "tick, Monitor-Code, X, Y, no2"
2094, BT4, 49, 74, 122
2094, BT6, 51, 71, 102
2094, BT8, 56, 69, 95
2094, EI1, 48, 67, 129
2094, GB6, 106, 51, 53
2094, GN0, 103, 60, 64
2094, GN3, 107, 59, 19
2094, HV1, 125, 68, 40
2094, HV3, 120, 82, 76
2094, IS2, 72, 76, 128
2094, KT6, 50, 44, 60
2094, LW4, 89, 53, 113
2094, RB4, 96, 82, 33
2094, WM6, 67, 65, 75
2094, WMB, 69, 65, 118
 "tick, Monitor-Code, X, Y, no2"
2095, BT4, 49, 74, 129
2095, BT6, 51, 71, 39
2095, BT8, 56, 69, 116
2095, EI1, 48, 67, 124
2095, GB6, 106, 51, 68
2095, GN0, 103, 60, 66
2095, GN3, 107, 59, 45
2095, HV1, 125, 68, 41
2095, HV3, 120, 82, 137
2095, IS2, 72, 76, 156
2095, KT6, 50, 44, 57
2095, LW4, 89, 53, 122
2095, RB4, 96, 82, 25
2095, WM6, 67, 65, 205
2095, WMB, 69, 65, 178
 "tick, Monitor-Code, X, Y, no2"
2096, BT4, 49, 74, 90
2096, BT6, 51, 71, 39
2096, BT8, 56, 69, 79
2096, EI1, 48, 67, 110
2096, GB6, 106, 51, 91
2096, GN0, 103, 60, 112
2096, GN3, 107, 59, 51
2096, HV1, 125, 68, 25
2096, HV3, 120, 82, 139
2096, IS2, 72, 76, 85
2096, KT6, 50, 44, 62
2096, LW4, 89, 53, 90
2096, RB4, 96, 82, 23
2096, WM6, 67, 65, 191
2096, WMB, 69, 65, 88
 "tick, Monitor-Code, X, Y, no2"
2097, BT4, 49, 74, 119
2097, BT6, 51, 71, 73
2097, BT8, 56, 69, 54
2097, EI1, 48, 67, 86
2097, GB6, 106, 51, 114
2097, GN0, 103, 60, 159
2097, GN3, 107, 59, 122
2097, HV1, 125, 68, 16
2097, HV3, 120, 82, 56
2097, IS2, 72, 76, 63
2097, KT6, 50, 44, 95
2097, LW4, 89, 53, 168
2097, RB4, 96, 82, 91
2097, WM6, 67, 65, 121
2097, WMB, 69, 65, 138
 "tick, Monitor-Code, X, Y, no2"
2098, BT4, 49, 74, 78
2098, BT6, 51, 71, 59
2098, BT8, 56, 69, 130
2098, EI1, 48, 67, 132
2098, GB6, 106, 51, 174
2098, GN0, 103, 60, 101
2098, GN3, 107, 59, 135
2098, HV1, 125, 68, 64
2098, HV3, 120, 82, 98
2098, IS2, 72, 76, 77
2098, KT6, 50, 44, 92
2098, LW4, 89, 53, 79
2098, RB4, 96, 82, 87
2098, WM6, 67, 65, 176
2098, WMB, 69, 65, 97
 "tick, Monitor-Code, X, Y, no2"
2099, BT4, 49, 74, 96
2099, BT6, 51, 71, 150
2099, BT8, 56, 69, 112
2099, EI1, 48, 67, 95
2099, GB6, 106, 51, 119
2099, GN0, 103, 60, 86
2099, GN3, 107, 59, 106
2099, HV1, 125, 68, 66
2099, HV3, 120, 82, 85
2099, IS2, 72, 76, 68
2099, KT6, 50, 44, 82
2099, LW4, 89, 53, 90
2099, RB4, 96, 82, 118
2099, WM6, 67, 65, 120
2099, WMB, 69, 65, 161
 "tick, Monitor-Code, X, Y, no2"
2100, BT4, 49, 74, 115
2100, BT6, 51, 71, 168
2100, BT8, 56, 69, 140
2100, EI1, 48, 67, 126
2100, GB6, 106, 51, 155
2100, GN0, 103, 60, 92
2100, GN3, 107, 59, 112
2100, HV1, 125, 68, 109
2100, HV3, 120, 82, 76
2100, IS2, 72, 76, 26
2100, KT6, 50, 44, 99
2100, LW4, 89, 53, 103
2100, RB4, 96, 82, 138
2100, WM6, 67, 65, 126
2100, WMB, 69, 65, 149
 "tick, Monitor-Code, X, Y, no2"
2101, BT4, 49, 74, 185
2101, BT6, 51, 71, 158
2101, BT8, 56, 69, 127
2101, EI1, 48, 67, 63
2101, GB6, 106, 51, 111
2101, GN0, 103, 60, 124
2101, GN3, 107, 59, 96
2101, HV1, 125, 68, 137
2101, HV3, 120, 82, 69
2101, IS2, 72, 76, 43
2101, KT6, 50, 44, 79
2101, LW4, 89, 53, 118
2101, RB4, 96, 82, 113
2101, WM6, 67, 65, 77
2101, WMB, 69, 65, 213
 "tick, Monitor-Code, X, Y, no2"
2102, BT4, 49, 74, 127
2102, BT6, 51, 71, 141
2102, BT8, 56, 69, 143
2102, EI1, 48, 67, 39
2102, GB6, 106, 51, 95
2102, GN0, 103, 60, 73
2102, GN3, 107, 59, 60
2102, HV1, 125, 68, 143
2102, HV3, 120, 82, 45
2102, IS2, 72, 76, 56
2102, KT6, 50, 44, 103
2102, LW4, 89, 53, 97
2102, RB4, 96, 82, 58
2102, WM6, 67, 65, 126
2102, WMB, 69, 65, 129
 "tick, Monitor-Code, X, Y, no2"
2103, BT4, 49, 74, 191
2103, BT6, 51, 71, 99
2103, BT8, 56, 69, 122
2103, EI1, 48, 67, 67
2103, GB6, 106, 51, 60
2103, GN0, 103, 60, 82
2103, GN3, 107, 59, 56
2103, HV1, 125, 68, 82
2103, HV3, 120, 82, 46
2103, IS2, 72, 76, 77
2103, KT6, 50, 44, 62
2103, LW4, 89, 53, 115
2103, RB4, 96, 82, 102
2103, WM6, 67, 65, 54
2103, WMB, 69, 65, 197
 "tick, Monitor-Code, X, Y, no2"
2104, BT4, 49, 74, 187
2104, BT6, 51, 71, 109
2104, BT8, 56, 69, 127
2104, EI1, 48, 67, 100
2104, GB6, 106, 51, 93
2104, GN0, 103, 60, 81
2104, GN3, 107, 59, 98
2104, HV1, 125, 68, 108
2104, HV3, 120, 82, 16
2104, IS2, 72, 76, 78
2104, KT6, 50, 44, 60
2104, LW4, 89, 53, 56
2104, RB4, 96, 82, 108
2104, WM6, 67, 65, 44
2104, WMB, 69, 65, 116
 "tick, Monitor-Code, X, Y, no2"
2105, BT4, 49, 74, 163
2105, BT6, 51, 71, 81
2105, BT8, 56, 69, 85
2105, EI1, 48, 67, 142
2105, GB6, 106, 51, 27
2105, GN0, 103, 60, 112
2105, GN3, 107, 59, 17
2105, HV1, 125, 68, 104
2105, HV3, 120, 82, 21
2105, IS2, 72, 76, 136
2105, KT6, 50, 44, 52
2105, LW4, 89, 53, 44
2105, RB4, 96, 82, 75
2105, WM6, 67, 65, 92
2105, WMB, 69, 65, 136
 "tick, Monitor-Code, X, Y, no2"
2106, BT4, 49, 74, 136
2106, BT6, 51, 71, 89
2106, BT8, 56, 69, 124
2106, EI1, 48, 67, 152
2106, GB6, 106, 51, 51
2106, GN0, 103, 60, 80
2106, GN3, 107, 59, 33
2106, HV1, 125, 68, 96
2106, HV3, 120, 82, 37
2106, IS2, 72, 76, 62
2106, KT6, 50, 44, 78
2106, LW4, 89, 53, 82
2106, RB4, 96, 82, 61
2106, WM6, 67, 65, 114
2106, WMB, 69, 65, 70
 "tick, Monitor-Code, X, Y, no2"
2107, BT4, 49, 74, 98
2107, BT6, 51, 71, 19
2107, BT8, 56, 69, 89
2107, EI1, 48, 67, 167
2107, GB6, 106, 51, 61
2107, GN0, 103, 60, 99
2107, GN3, 107, 59, 47
2107, HV1, 125, 68, 135
2107, HV3, 120, 82, 47
2107, IS2, 72, 76, 95
2107, KT6, 50, 44, 48
2107, LW4, 89, 53, 145
2107, RB4, 96, 82, 58
2107, WM6, 67, 65, 78
2107, WMB, 69, 65, 84
 "tick, Monitor-Code, X, Y, no2"
2108, BT4, 49, 74, 101
2108, BT6, 51, 71, 54
2108, BT8, 56, 69, 84
2108, EI1, 48, 67, 187
2108, GB6, 106, 51, 72
2108, GN0, 103, 60, 50
2108, GN3, 107, 59, 66
2108, HV1, 125, 68, 74
2108, HV3, 120, 82, 111
2108, IS2, 72, 76, 32
2108, KT6, 50, 44, 67
2108, LW4, 89, 53, 118
2108, RB4, 96, 82, 48
2108, WM6, 67, 65, 126
2108, WMB, 69, 65, 132
 "tick, Monitor-Code, X, Y, no2"
2109, BT4, 49, 74, 137
2109, BT6, 51, 71, 70
2109, BT8, 56, 69, 86
2109, EI1, 48, 67, 108
2109, GB6, 106, 51, 62
2109, GN0, 103, 60, 54
2109, GN3, 107, 59, 102
2109, HV1, 125, 68, 101
2109, HV3, 120, 82, 84
2109, IS2, 72, 76, 53
2109, KT6, 50, 44, 29
2109, LW4, 89, 53, 178
2109, RB4, 96, 82, 23
2109, WM6, 67, 65, 78
2109, WMB, 69, 65, 148
 "tick, Monitor-Code, X, Y, no2"
2110, BT4, 49, 74, 54
2110, BT6, 51, 71, 67
2110, BT8, 56, 69, 63
2110, EI1, 48, 67, 102
2110, GB6, 106, 51, 157
2110, GN0, 103, 60, 68
2110, GN3, 107, 59, 132
2110, HV1, 125, 68, 20
2110, HV3, 120, 82, 123
2110, IS2, 72, 76, 86
2110, KT6, 50, 44, 32
2110, LW4, 89, 53, 126
2110, RB4, 96, 82, 15
2110, WM6, 67, 65, 81
2110, WMB, 69, 65, 86
 "tick, Monitor-Code, X, Y, no2"
2111, BT4, 49, 74, 48
2111, BT6, 51, 71, 109
2111, BT8, 56, 69, 77
2111, EI1, 48, 67, 94
2111, GB6, 106, 51, 34
2111, GN0, 103, 60, 78
2111, GN3, 107, 59, 42
2111, HV1, 125, 68, 15
2111, HV3, 120, 82, 148
2111, IS2, 72, 76, 80
2111, KT6, 50, 44, 66
2111, LW4, 89, 53, 199
2111, RB4, 96, 82, 41
2111, WM6, 67, 65, 84
2111, WMB, 69, 65, 130
 "tick, Monitor-Code, X, Y, no2"
2112, BT4, 49, 74, 85
2112, BT6, 51, 71, 148
2112, BT8, 56, 69, 67
2112, EI1, 48, 67, 122
2112, GB6, 106, 51, 67
2112, GN0, 103, 60, 93
2112, GN3, 107, 59, 75
2112, HV1, 125, 68, 32
2112, HV3, 120, 82, 69
2112, IS2, 72, 76, 125
2112, KT6, 50, 44, 71
2112, LW4, 89, 53, 108
2112, RB4, 96, 82, 46
2112, WM6, 67, 65, 125
2112, WMB, 69, 65, 52
 "tick, Monitor-Code, X, Y, no2"
2113, BT4, 49, 74, 128
2113, BT6, 51, 71, 51
2113, BT8, 56, 69, 72
2113, EI1, 48, 67, 29
2113, GB6, 106, 51, 42
2113, GN0, 103, 60, 157
2113, GN3, 107, 59, 37
2113, HV1, 125, 68, 35
2113, HV3, 120, 82, 54
2113, IS2, 72, 76, 123
2113, KT6, 50, 44, 81
2113, LW4, 89, 53, 116
2113, RB4, 96, 82, 104
2113, WM6, 67, 65, 64
2113, WMB, 69, 65, 95
 "tick, Monitor-Code, X, Y, no2"
2114, BT4, 49, 74, 110
2114, BT6, 51, 71, 90
2114, BT8, 56, 69, 131
2114, EI1, 48, 67, 39
2114, GB6, 106, 51, 112
2114, GN0, 103, 60, 140
2114, GN3, 107, 59, 104
2114, HV1, 125, 68, 96
2114, HV3, 120, 82, 57
2114, IS2, 72, 76, 95
2114, KT6, 50, 44, 152
2114, LW4, 89, 53, 57
2114, RB4, 96, 82, 145
2114, WM6, 67, 65, 78
2114, WMB, 69, 65, 86
 "tick, Monitor-Code, X, Y, no2"
2115, BT4, 49, 74, 88
2115, BT6, 51, 71, 41
2115, BT8, 56, 69, 123
2115, EI1, 48, 67, 58
2115, GB6, 106, 51, 105
2115, GN0, 103, 60, 170
2115, GN3, 107, 59, 123
2115, HV1, 125, 68, 157
2115, HV3, 120, 82, 38
2115, IS2, 72, 76, 55
2115, KT6, 50, 44, 109
2115, LW4, 89, 53, 90
2115, RB4, 96, 82, 109
2115, WM6, 67, 65, 55
2115, WMB, 69, 65, 131
 "tick, Monitor-Code, X, Y, no2"
2116, BT4, 49, 74, 67
2116, BT6, 51, 71, 71
2116, BT8, 56, 69, 159
2116, EI1, 48, 67, 115
2116, GB6, 106, 51, 128
2116, GN0, 103, 60, 98
2116, GN3, 107, 59, 108
2116, HV1, 125, 68, 83
2116, HV3, 120, 82, 7
2116, IS2, 72, 76, 39
2116, KT6, 50, 44, 117
2116, LW4, 89, 53, 40
2116, RB4, 96, 82, 172
2116, WM6, 67, 65, 83
2116, WMB, 69, 65, 107
 "tick, Monitor-Code, X, Y, no2"
2117, BT4, 49, 74, 47
2117, BT6, 51, 71, 92
2117, BT8, 56, 69, 123
2117, EI1, 48, 67, 99
2117, GB6, 106, 51, 85
2117, GN0, 103, 60, 111
2117, GN3, 107, 59, 108
2117, HV1, 125, 68, 161
2117, HV3, 120, 82, 13
2117, IS2, 72, 76, 62
2117, KT6, 50, 44, 111
2117, LW4, 89, 53, 62
2117, RB4, 96, 82, 94
2117, WM6, 67, 65, 57
2117, WMB, 69, 65, 221
 "tick, Monitor-Code, X, Y, no2"
2118, BT4, 49, 74, 86
2118, BT6, 51, 71, 86
2118, BT8, 56, 69, 135
2118, EI1, 48, 67, 171
2118, GB6, 106, 51, 117
2118, GN0, 103, 60, 63
2118, GN3, 107, 59, 124
2118, HV1, 125, 68, 101
2118, HV3, 120, 82, 17
2118, IS2, 72, 76, 74
2118, KT6, 50, 44, 92
2118, LW4, 89, 53, 61
2118, RB4, 96, 82, 45
2118, WM6, 67, 65, 58
2118, WMB, 69, 65, 122
 "tick, Monitor-Code, X, Y, no2"
2119, BT4, 49, 74, 82
2119, BT6, 51, 71, 141
2119, BT8, 56, 69, 169
2119, EI1, 48, 67, 63
2119, GB6, 106, 51, 67
2119, GN0, 103, 60, 99
2119, GN3, 107, 59, 86
2119, HV1, 125, 68, 46
2119, HV3, 120, 82, 19
2119, IS2, 72, 76, 112
2119, KT6, 50, 44, 45
2119, LW4, 89, 53, 91
2119, RB4, 96, 82, 66
2119, WM6, 67, 65, 43
2119, WMB, 69, 65, 128
 "tick, Monitor-Code, X, Y, no2"
2120, BT4, 49, 74, 43
2120, BT6, 51, 71, 159
2120, BT8, 56, 69, 68
2120, EI1, 48, 67, 136
2120, GB6, 106, 51, 71
2120, GN0, 103, 60, 40
2120, GN3, 107, 59, 70
2120, HV1, 125, 68, 74
2120, HV3, 120, 82, 71
2120, IS2, 72, 76, 93
2120, KT6, 50, 44, 64
2120, LW4, 89, 53, 91
2120, RB4, 96, 82, 63
2120, WM6, 67, 65, 70
2120, WMB, 69, 65, 54
 "tick, Monitor-Code, X, Y, no2"
2121, BT4, 49, 74, 72
2121, BT6, 51, 71, 73
2121, BT8, 56, 69, 96
2121, EI1, 48, 67, 62
2121, GB6, 106, 51, 44
